match_id,innings,over,b6_actual_score,b6_predicted_score
335995,1,8,10,14.489132453901071
335995,1,8,10,14.489132453901071
335995,1,8,10,15.387392016711722
335995,1,8,24,15.387392016711722
335995,1,8,10,15.387392016711722
335995,1,8,10,15.387392016711722
335995,1,9,24,17.861327027264224
335995,1,9,24,19.98041636275468
335995,1,9,24,23.603979219900367
335995,1,9,24,24.813460561527084
335995,1,9,10,15.759849392283389
335995,1,9,10,15.759849392283389
335995,1,10,24,30.02207950530504
335995,1,10,24,31.928772062763862
335995,1,10,10,15.695059414987776
335995,1,10,10,15.695059414987776
335995,1,10,10,19.88943576252505
335995,1,10,10,20.062905276580242
335995,1,11,10,20.032545573773742
335995,1,11,24,34.76963800725272
335995,1,11,24,34.76963800725272
335995,1,11,24,34.2869521586997
335995,1,11,10,21.49186843708752
335995,1,11,24,34.2869521586997
335995,1,12,15,11.742899412260819
335995,1,12,15,15.321220090141226
335995,1,12,15,15.321220090141226
335995,1,12,15,16.310536033741556
335995,1,12,17,11.742899412260819
335995,1,12,17,12.47344588492778
335995,1,13,17,11.828126465074787
335995,1,13,17,12.927275095772643
335995,1,13,15,15.847579677194272
335995,1,13,15,15.847579677194272
335995,1,13,15,16.81244419170553
335995,1,13,17,12.927275095772643
335995,1,13,17,13.956720779844687
335995,1,14,17,13.836192032175232
335995,1,14,15,17.15628279768348
335995,1,14,17,13.836192032175232
335995,1,14,15,20.797019189177625
335995,1,14,15,21.069087011483713
335995,1,14,17,13.836192032175232
335995,1,15,17,14.056604167431543
335995,1,15,15,24.300874310048975
335995,1,15,15,24.300874310048975
335995,1,15,17,20.386010720024576
335995,1,15,17,23.889844670528845
335995,1,15,17,24.385812107124632
335995,1,16,17,25.826420103166043
335995,1,16,15,22.326679457392185
335995,1,16,15,23.81059692804219
335995,1,16,17,25.826420103166043
335995,1,16,5,7.984222302631097
335995,1,16,9,7.984222302631097
335995,1,16,5,9.145595276302403
335995,1,17,5,10.786959748959143
335995,1,17,5,11.221404412450351
335995,1,17,9,11.221404412450351
335995,1,17,9,15.465584895005376
335995,1,17,9,15.465584895005376
335995,1,17,13,4.7559313490613295
335995,1,18,6,6.019919328296965
335995,1,18,6,7.660892936037646
335995,1,18,13,8.708968856058426
335995,1,18,13,10.17469608140288
335995,1,18,6,8.708968856058426
335995,1,18,13,14.198260685930263
335995,1,19,6,6.735612634322109
335995,1,19,13,13.42545160935083
335995,1,19,13,13.42545160935083
335995,1,19,13,14.566443633735219
335995,1,19,6,8.732395614023636
335995,1,19,13,15.434257301986936
335995,2,0,1,15.698447001855044
335995,2,0,0,15.291252546080198
335995,2,0,0,15.291252546080198
335995,2,0,0,15.291252546080198
335995,2,0,1,15.698447001855044
335995,2,0,1,15.698447001855044
335995,2,1,5,13.933952437068069
335995,2,1,5,13.933952437068069
335995,2,1,5,17.226562780955362
335995,2,1,5,20.941420959704264
335995,2,1,4,19.449875348917207
335995,2,1,4,19.449875348917207
335995,2,2,40,14.304697737925137
335995,2,2,40,14.304697737925137
335995,2,2,40,18.89390231046257
