match_id,innings,over,ball_in_over,b1_actual_score,b1_predicted_score
335995,1,5,6,158,165.21443067779933
335995,1,6,1,158,162.39098701999814
335995,1,6,2,158,163.10333530589057
335995,1,6,3,158,161.1737588323182
335995,1,6,4,158,163.52881559866177
335995,1,6,5,158,162.6509953177763
335995,1,6,6,158,163.64968472991106
335995,1,6,7,158,168.39561035739547
335995,1,7,1,158,149.2171789929594
335995,1,7,2,158,149.8985950995427
335995,1,7,3,158,149.34215777078145
335995,1,7,4,158,149.5053763350641
335995,1,7,5,158,149.2921451620404
335995,1,7,6,158,146.38611425502987
335995,1,8,1,158,144.89367867229484
335995,1,8,2,158,144.64756833449152
335995,1,8,3,158,144.10562200062964
335995,1,8,4,158,143.86249034002836
335995,1,8,5,158,141.49451240532204
335995,1,8,6,158,141.59449944587212
335995,1,9,1,158,142.9055539927183
335995,1,9,2,158,146.07912755505512
335995,1,9,3,158,149.61226929400803
335995,1,9,4,158,152.27972816794093
335995,1,9,5,158,153.19913514478134
335995,1,9,6,158,152.15187818564218
335995,1,10,1,158,161.6076136916267
335995,1,10,2,158,162.49057983976607
335995,1,10,3,158,159.3992174607121
335995,1,10,4,158,156.90876165313983
335995,1,10,5,158,164.18111345618976
335995,1,10,6,158,163.1813206385315
335995,1,11,1,158,162.44911203825976
335995,1,11,2,158,167.94176096478705
335995,1,11,3,158,166.1828766524194
335995,1,11,4,158,166.5462091780377
335995,1,11,5,158,166.4584357303544
335995,1,11,6,158,155.99508463390634
335995,1,12,1,158,157.7866743293811
335995,1,12,2,158,161.6221875579235
335995,1,12,3,158,160.06464420062105
335995,1,12,4,158,160.06464420062105
335995,1,12,5,158,158.03747617680196
335995,1,12,6,158,156.75138591502258
335995,1,13,1,158,154.61143144524348
335995,1,13,2,158,153.38750760774954
335995,1,13,3,158,153.29688881745625
335995,1,13,4,158,153.38750760774954
335995,1,13,5,158,153.29688881745625
335995,1,13,6,158,151.7501259139125
335995,1,13,7,158,151.65950712361922
335995,1,14,1,158,152.5328862519089
335995,1,14,2,158,152.5328862519089
335995,1,14,3,158,152.65314951238153
335995,1,14,4,158,155.11578885815138
335995,1,14,5,158,154.6817697482062
335995,1,14,6,158,153.47473126525406
