match_id,innings,over,b11_actual_final_score,b11_predicted_final_score
419112,1,8,28,25.350121374437194
419112,1,9,28,25.153377054018655
419112,1,10,28,23.41648402510598
419112,1,11,28,26.747809075969354
419112,1,12,28,26.22384959135618
419112,1,13,28,28.183831907383038
419112,1,14,28,26.91021626773807
419112,1,15,28,26.490042822432816
419112,1,16,28,26.105111665197654
419112,1,17,28,28.348537132563024
419112,1,18,28,27.024215341265315
419112,1,19,28,27.993204168678368
419112,2,0,26,29.15646985930138
419112,2,1,26,28.035544894061687
419112,2,2,26,27.341176370106144
419112,2,3,26,26.095123345457043
419112,2,4,26,23.985600185590336
419112,2,5,26,29.278130812174147
419112,2,6,26,29.42374728118146
419112,2,7,26,27.99368195831811
419112,2,8,26,27.885953189866807
419112,2,9,26,27.564592884228688
419112,2,10,26,27.233098182048774
419112,2,11,26,27.27921385984329
419112,2,12,26,27.48272633438472
419112,2,13,26,25.391780241777287
419112,2,14,26,25.714700508958824
419112,2,15,26,25.160745437090462
419112,2,16,26,25.390511190201405
419112,2,17,26,28.410201731444744
419112,2,18,26,27.918083963302852
419113,1,0,31,24.742903440656814
419113,1,1,31,24.950306230712744
419113,1,2,31,24.320261042689772
419113,1,3,31,23.486948148137763
419113,1,4,31,23.695912870275997
419113,1,5,31,27.13978917415464
419113,1,6,31,26.858637583725216
419113,1,7,31,26.615281056689756
419113,1,8,31,26.159667123907543
419113,1,9,31,25.153377054018655
419113,1,10,31,24.94480965669432
419113,1,11,31,23.559499035757746
419113,1,12,31,23.146518101522883
419113,1,13,31,24.160534053477456
419113,1,14,31,28.835323789714877
419113,1,15,31,30.003877563615244
419113,1,16,31,29.57428696675649
419113,1,17,31,28.348537132563024
419113,1,18,31,30.987444690585555
419113,1,19,31,30.856798819907922
419113,2,0,14,24.742903440656814
419113,2,1,14,23.360823407600794
419113,2,2,14,21.83721823967761
419113,2,3,14,24.65607675815567
419113,2,4,14,22.87492845105895
419113,2,5,14,25.597939690660695
419113,2,6,14,24.97518761903608
419113,2,7,14,24.719025197379427
419113,2,8,14,24.72887901494665
419113,2,9,14,23.08245798035622
419113,2,10,14,22.754989733137677
419113,2,11,14,21.80950386854146
419113,2,12,14,21.90483740959712
419113,2,13,14,19.920728317342192
419113,2,14,14,18.58001699133127
419113,2,15,14,18.51215918914052
419113,2,16,14,17.21900964265096
419113,2,17,14,16.127457719001317
419113,2,18,14,16.246095545497578
419113,2,19,14,14.25380771826955
419121,1,0,22,24.742903440656814
419121,1,1,22,23.360823407600794
419121,1,2,22,21.83721823967761
419121,1,3,22,21.66116504271487
